ROI,Behavior,Corr,p-value,nsamples
Left Crus II of cerebellar hemisphere,CBCL-aggr_behav_score,0.352848964998878,0.014198580141985802,47
Left Crus II of cerebellar hemisphere,CBCL-anx_prob_score,0.010985455186124302,0.9403059694030597,47
Left Crus II of cerebellar hemisphere,CBCL-anxious_score,-0.040978667695760355,0.7721227877212279,47
Left Crus II of cerebellar hemisphere,CBCL-attention_hyper_prob_score,0.3959129818755836,0.007799220077992201,47
Left Crus II of cerebellar hemisphere,CBCL-attention_prob_score,0.3024134002490246,0.038196180381961806,47
Left Crus II of cerebellar hemisphere,CBCL-conduct_prob_score,0.3066373256981856,0.0395960403959604,47
Left Crus II of cerebellar hemisphere,CBCL-depressed_score,0.060699875992319956,0.6927307269273073,47
Left Crus II of cerebellar hemisphere,CBCL-depressive_prob_score,0.19654812839760927,0.18498150184981502,47
Left Crus II of cerebellar hemisphere,CBCL-externalizing_score,0.34788058526136667,0.0173982601739826,47
Left Crus II of cerebellar hemisphere,CBCL-internalizing_score,0.04156191098269275,0.7877212278772123,47
Left Crus II of cerebellar hemisphere,CBCL-obsessive_comp_prob_score,0.16613891282672605,0.27997200279972,47
Left Crus II of cerebellar hemisphere,CBCL-oppo_def_prob_score,0.35195408951881085,0.015198480151984802,47
Left Crus II of cerebellar hemisphere,CBCL-rule_break_behav_score,0.29209605105787156,0.05039496050394961,47
Left Crus II of cerebellar hemisphere,CBCL-sluggish_cogn_tempo_score,-0.14690198379966313,0.33436656334366566,47
Left Crus II of cerebellar hemisphere,CBCL-social_prob_score,0.2594106157841231,0.07939206079392061,47
Left Crus II of cerebellar hemisphere,CBCL-som_comp_score,0.05238557895375603,0.7225277472252775,47
Left Crus II of cerebellar hemisphere,CBCL-som_prob_score,0.10551394514121606,0.47055294470552944,47
Left Crus II of cerebellar hemisphere,CBCL-stress_prob_score,0.27922922780604,0.057394260573942604,47
Left Crus II of cerebellar hemisphere,CBCL-thought_prob_score,0.19980431521347541,0.1805819418058194,47
Left Crus II of cerebellar hemisphere,CBCL-total_problems_score,0.310958180632676,0.032596740325967405,47
Right Crus II of cerebellar hemisphere,CBCL-aggr_behav_score,0.23867828277573877,0.10258974102589741,47
Right Crus II of cerebellar hemisphere,CBCL-anx_prob_score,0.1057057895303131,0.48495150484951505,47
Right Crus II of cerebellar hemisphere,CBCL-anxious_score,-0.004559680570997586,0.9913008699130087,47
Right Crus II of cerebellar hemisphere,CBCL-attention_hyper_prob_score,0.23182626798912495,0.1161883811618838,47
Right Crus II of cerebellar hemisphere,CBCL-attention_prob_score,0.05942646744482847,0.6859314068593141,47
Right Crus II of cerebellar hemisphere,CBCL-conduct_prob_score,0.24743682466743763,0.0963903609639036,47
Right Crus II of cerebellar hemisphere,CBCL-depressed_score,0.0467465582326887,0.7631236876312368,47
Right Crus II of cerebellar hemisphere,CBCL-depressive_prob_score,0.057572320923189264,0.692930706929307,47
Right Crus II of cerebellar hemisphere,CBCL-externalizing_score,0.2762632285689533,0.06459354064593541,47
Right Crus II of cerebellar hemisphere,CBCL-internalizing_score,0.08504206401074055,0.5623437656234377,47
Right Crus II of cerebellar hemisphere,CBCL-obsessive_comp_prob_score,0.08992626085914467,0.5531446855314468,47
