ROI,Behavior,Corr,p-value,nsamples
Left Crus II of cerebellar hemisphere,CBCL-aggr_behav_score,0.16463937442876755,0.45555444455554445,23
Left Crus II of cerebellar hemisphere,CBCL-anx_prob_score,-0.21657765223272762,0.31756824317568244,23
Left Crus II of cerebellar hemisphere,CBCL-anxious_score,-0.18989010298513165,0.38476152384761525,23
Left Crus II of cerebellar hemisphere,CBCL-attention_hyper_prob_score,0.06200445644920436,0.7883211678832117,23
Left Crus II of cerebellar hemisphere,CBCL-attention_prob_score,0.07537865179389143,0.7319268073192681,23
Left Crus II of cerebellar hemisphere,CBCL-conduct_prob_score,-0.031106258764180238,0.8919108089191081,23
Left Crus II of cerebellar hemisphere,CBCL-depressed_score,0.0035398855830376607,0.9905009499050095,23
Left Crus II of cerebellar hemisphere,CBCL-depressive_prob_score,-0.06352064756623393,0.7671232876712328,23
Left Crus II of cerebellar hemisphere,CBCL-externalizing_score,0.08267342941576407,0.7201279872012799,23
Left Crus II of cerebellar hemisphere,CBCL-internalizing_score,-0.09952983362471324,0.6503349665033497,23
Left Crus II of cerebellar hemisphere,CBCL-obsessive_comp_prob_score,0.12814913965535688,0.5707429257074292,23
Left Crus II of cerebellar hemisphere,CBCL-oppo_def_prob_score,-0.06141126342331659,0.7609239076092391,23
Left Crus II of cerebellar hemisphere,CBCL-rule_break_behav_score,-0.013580238225354235,0.9599040095990401,23
Left Crus II of cerebellar hemisphere,CBCL-sluggish_cogn_tempo_score,-0.05256673324759299,0.8031196880311969,23
Left Crus II of cerebellar hemisphere,CBCL-social_prob_score,0.180693262499538,0.405959404059594,23
Left Crus II of cerebellar hemisphere,CBCL-som_comp_score,0.02054310356504882,0.9319068093190681,23
Left Crus II of cerebellar hemisphere,CBCL-som_prob_score,-0.003585647776432765,0.9831016898310169,23
Left Crus II of cerebellar hemisphere,CBCL-stress_prob_score,-0.03225838628922304,0.8769123087691231,23
Left Crus II of cerebellar hemisphere,CBCL-thought_prob_score,0.2300658680093423,0.28577142285771423,23
Left Crus II of cerebellar hemisphere,CBCL-total_problems_score,0.10089025706852797,0.6533346665333467,23
Right Crus II of cerebellar hemisphere,CBCL-aggr_behav_score,0.08306578709850204,0.7095290470952905,23
Right Crus II of cerebellar hemisphere,CBCL-anx_prob_score,-0.14172362496335172,0.5121487851214879,23
Right Crus II of cerebellar hemisphere,CBCL-anxious_score,-0.12559660354922095,0.5561443855614439,23
Right Crus II of cerebellar hemisphere,CBCL-attention_hyper_prob_score,-0.12549701985318962,0.5697430256974303,23
Right Crus II of cerebellar hemisphere,CBCL-attention_prob_score,-0.0446320964569094,0.8433156684331566,23
