ROI,Behavior,Corr,p-value,nsamples
Left Crus II of cerebellar hemisphere,CBCL-aggr_behav_score,-0.17393131069573456,0.75,6
Left Crus II of cerebellar hemisphere,CBCL-anx_prob_score,-0.16903085094570333,1.0,6
Left Crus II of cerebellar hemisphere,CBCL-anxious_score,-0.3825184261187248,0.4777777777777778,6
Left Crus II of cerebellar hemisphere,CBCL-attention_hyper_prob_score,-0.5428571428571429,0.2972222222222222,6
Left Crus II of cerebellar hemisphere,CBCL-attention_prob_score,-0.5428571428571429,0.2972222222222222,6
Left Crus II of cerebellar hemisphere,CBCL-conduct_prob_score,0.49280538030458115,0.3277777777777778,6
Left Crus II of cerebellar hemisphere,CBCL-depressed_score,0.5161002296110789,0.35,6
Left Crus II of cerebellar hemisphere,CBCL-depressive_prob_score,-0.23190841426097938,0.6722222222222223,6
Left Crus II of cerebellar hemisphere,CBCL-externalizing_score,-0.057977103565244846,0.9333333333333333,6
Left Crus II of cerebellar hemisphere,CBCL-internalizing_score,-0.3714285714285715,0.49722222222222223,6
Left Crus II of cerebellar hemisphere,CBCL-obsessive_comp_prob_score,-0.6667366910003157,0.16111111111111112,6
Left Crus II of cerebellar hemisphere,CBCL-oppo_def_prob_score,-0.08571428571428573,0.9194444444444444,6
Left Crus II of cerebellar hemisphere,CBCL-rule_break_behav_score,0.5768179036829705,0.2833333333333333,6
Left Crus II of cerebellar hemisphere,CBCL-sluggish_cogn_tempo_score,-0.49280538030458115,0.3277777777777778,6
Left Crus II of cerebellar hemisphere,CBCL-social_prob_score,-0.23190841426097938,0.65,6
Left Crus II of cerebellar hemisphere,CBCL-som_comp_score,0.08827348295047495,0.8888888888888888,6
Left Crus II of cerebellar hemisphere,CBCL-som_prob_score,0.5246313898711126,0.26666666666666666,6
Left Crus II of cerebellar hemisphere,CBCL-stress_prob_score,-0.3714285714285715,0.49722222222222223,6
Left Crus II of cerebellar hemisphere,CBCL-thought_prob_score,-0.49280538030458115,0.34444444444444444,6
Left Crus II of cerebellar hemisphere,CBCL-total_problems_score,-0.3714285714285715,0.49722222222222223,6
Right Crus II of cerebellar hemisphere,CBCL-aggr_behav_score,0.40583972495671394,0.43333333333333335,6
Right Crus II of cerebellar hemisphere,CBCL-anx_prob_score,-0.33806170189140666,0.6666666666666666,6
Right Crus II of cerebellar hemisphere,CBCL-anxious_score,-0.11769797726729993,0.8444444444444444,6
Right Crus II of cerebellar hemisphere,CBCL-attention_hyper_prob_score,0.08571428571428573,0.9194444444444444,6
Right Crus II of cerebellar hemisphere,CBCL-attention_prob_score,0.08571428571428573,0.9194444444444444,6
Right Crus II of cerebellar hemisphere,CBCL-conduct_prob_score,0.5797710356524484,0.24444444444444444,6
Right Crus II of cerebellar hemisphere,CBCL-depressed_score,0.21251185925162072,0.7333333333333333,6
Right Crus II of cerebellar hemisphere,CBCL-depressive_prob_score,0.23190841426097938,0.6722222222222223,6
Right Crus II of cerebellar hemisphere,CBCL-externalizing_score,0.43482827673933633,0.3888888888888889,6
Right Crus II of cerebellar hemisphere,CBCL-internalizing_score,0.028571428571428574,1.0,6
Right Crus II of cerebellar hemisphere,CBCL-obsessive_comp_prob_score,0.028988551782622423,0.9944444444444445,6
Right Crus II of cerebellar hemisphere,CBCL-oppo_def_prob_score,0.48571428571428577,0.35555555555555557,6
Right Crus II of cerebellar hemisphere,CBCL-rule_break_behav_score,0.33394720739540396,0.5833333333333334,6
Right Crus II of cerebellar hemisphere,CBCL-sluggish_cogn_tempo_score,0.23190841426097938,0.65,6
Right Crus II of cerebellar hemisphere,CBCL-social_prob_score,0.49280538030458115,0.3277777777777778,6
Right Crus II of cerebellar hemisphere,CBCL-som_comp_score,0.5590653920196746,0.26666666666666666,6
Right Crus II of cerebellar hemisphere,CBCL-som_prob_score,0.7406560798180413,0.13333333333333333,6
Right Crus II of cerebellar hemisphere,CBCL-stress_prob_score,0.028571428571428574,1.0,6
Right Crus II of cerebellar hemisphere,CBCL-thought_prob_score,0.11595420713048969,0.8388888888888889,6
Right Crus II of cerebellar hemisphere,CBCL-total_problems_score,0.028571428571428574,1.0,6
Right Amygdala,CBCL-aggr_behav_score,0.17393131069573456,0.75,6
Right Amygdala,CBCL-anx_prob_score,-0.6761234037828133,0.2,6
Right Amygdala,CBCL-anxious_score,-0.2942449431682498,0.5777777777777777,6
Right Amygdala,CBCL-attention_hyper_prob_score,-0.028571428571428574,1.0,6
Right Amygdala,CBCL-attention_prob_score,-0.028571428571428574,1.0,6
Right Amygdala,CBCL-conduct_prob_score,0.057977103565244846,0.9333333333333333,6
Right Amygdala,CBCL-depressed_score,-0.3946648814672956,0.4666666666666667,6
Right Amygdala,CBCL-depressive_prob_score,0.11595420713048969,0.8388888888888889,6
Right Amygdala,CBCL-externalizing_score,0.20291986247835697,0.7,6
Right Amygdala,CBCL-internalizing_score,-0.2,0.7138888888888889,6
