ROI,Behavior,Corr,p-value,nsamples
Left Crus II of cerebellar hemisphere,CBCL-aggr_behav_score,-0.19916679723799155,0.2993700629937006,29
Left Crus II of cerebellar hemisphere,CBCL-anx_prob_score,-0.24992629659495616,0.18938106189381063,29
Left Crus II of cerebellar hemisphere,CBCL-anxious_score,-0.19568252816485898,0.29557044295570445,29
Left Crus II of cerebellar hemisphere,CBCL-attention_hyper_prob_score,-0.015841778280013496,0.9267073292670733,29
Left Crus II of cerebellar hemisphere,CBCL-attention_prob_score,-0.021596787828397235,0.8943105689431057,29
Left Crus II of cerebellar hemisphere,CBCL-conduct_prob_score,0.10082430831023821,0.5887411258874112,29
Left Crus II of cerebellar hemisphere,CBCL-depressed_score,-0.1953917000005781,0.30656934306569344,29
Left Crus II of cerebellar hemisphere,CBCL-depressive_prob_score,-0.1500362284998253,0.42215778422157785,29
Left Crus II of cerebellar hemisphere,CBCL-externalizing_score,-0.1984425144710756,0.30156984301569845,29
Left Crus II of cerebellar hemisphere,CBCL-internalizing_score,-0.2120522030808588,0.26217378262173785,29
Left Crus II of cerebellar hemisphere,CBCL-obsessive_comp_prob_score,-0.14926112050766965,0.4283571642835716,29
Left Crus II of cerebellar hemisphere,CBCL-oppo_def_prob_score,-0.07153378870169623,0.7141285871412859,29
Left Crus II of cerebellar hemisphere,CBCL-rule_break_behav_score,-0.024295237142662948,0.9287071292870713,29
Left Crus II of cerebellar hemisphere,CBCL-sluggish_cogn_tempo_score,-0.12790246438913536,0.49855014498550143,29
Left Crus II of cerebellar hemisphere,CBCL-social_prob_score,0.005220860811911978,0.9779022097790221,29
Left Crus II of cerebellar hemisphere,CBCL-som_comp_score,-0.18838178171483705,0.3301669833016698,29
Left Crus II of cerebellar hemisphere,CBCL-som_prob_score,-0.16173013270639974,0.39336066393360664,29
Left Crus II of cerebellar hemisphere,CBCL-stress_prob_score,-0.3348267488695231,0.06919308069193081,29
Left Crus II of cerebellar hemisphere,CBCL-thought_prob_score,-0.15745778728916615,0.40835916408359163,29
Left Crus II of cerebellar hemisphere,CBCL-total_problems_score,-0.15378930830443818,0.41475852414758524,29
Right Crus II of cerebellar hemisphere,CBCL-aggr_behav_score,-0.0720390543201246,0.7161283871612839,29
Right Crus II of cerebellar hemisphere,CBCL-anx_prob_score,-0.3549352495555116,0.057394260573942604,29
Right Crus II of cerebellar hemisphere,CBCL-anxious_score,-0.2777349224398316,0.132986701329867,29
Right Crus II of cerebellar hemisphere,CBCL-attention_hyper_prob_score,-0.06336711312005398,0.7527247275272473,29
Right Crus II of cerebellar hemisphere,CBCL-attention_prob_score,-0.14819864751210518,0.4557544245575442,29
Right Crus II of cerebellar hemisphere,CBCL-conduct_prob_score,0.04507753466780491,0.8003199680031997,29
Right Crus II of cerebellar hemisphere,CBCL-depressed_score,-0.025056707642561182,0.9131086891310869,29
Right Crus II of cerebellar hemisphere,CBCL-depressive_prob_score,-0.1559049925397845,0.43195680431956807,29
Right Crus II of cerebellar hemisphere,CBCL-externalizing_score,-0.051724364674165066,0.8067193280671933,29
Right Crus II of cerebellar hemisphere,CBCL-internalizing_score,-0.25584828236360324,0.1787821217878212,29
Right Crus II of cerebellar hemisphere,CBCL-obsessive_comp_prob_score,-0.2542414419313973,0.19138086191380863,29
Right Crus II of cerebellar hemisphere,CBCL-oppo_def_prob_score,0.08366672812813235,0.6575342465753424,29
Right Crus II of cerebellar hemisphere,CBCL-rule_break_behav_score,-0.0523697333964068,0.8009199080091991,29
Right Crus II of cerebellar hemisphere,CBCL-sluggish_cogn_tempo_score,-0.1660121782683471,0.39776022397760225,29
Right Crus II of cerebellar hemisphere,CBCL-social_prob_score,-0.2680041883448148,0.1593840615938406,29
Right Crus II of cerebellar hemisphere,CBCL-som_comp_score,-0.3246969320946011,0.0847915208479152,29
Right Crus II of cerebellar hemisphere,CBCL-som_prob_score,-0.29598045525383593,0.12018798120187982,29
Right Crus II of cerebellar hemisphere,CBCL-stress_prob_score,-0.24833190404682615,0.19818018198180182,29
Right Crus II of cerebellar hemisphere,CBCL-thought_prob_score,-0.3166651055482119,0.09879012098790121,29
Right Crus II of cerebellar hemisphere,CBCL-total_problems_score,-0.2223044168118642,0.23897610238976102,29
Right Amygdala,CBCL-aggr_behav_score,0.27369855239964297,0.14278572142785723,29
Right Amygdala,CBCL-anx_prob_score,-0.05886487624392181,0.7677232276772322,29
Right Amygdala,CBCL-anxious_score,0.07459308570452058,0.6971302869713029,29
Right Amygdala,CBCL-attention_hyper_prob_score,0.2660923695471017,0.1603839616038396,29
Right Amygdala,CBCL-attention_prob_score,0.40239532264174616,0.029397060293970604,29
Right Amygdala,CBCL-conduct_prob_score,0.3654214348810221,0.05699430056994301,29
Right Amygdala,CBCL-depressed_score,-0.025056707642561182,0.9019098090190981,29
Right Amygdala,CBCL-depressive_prob_score,0.15539466523196194,0.41555844415558446,29
Right Amygdala,CBCL-externalizing_score,0.28199725740626536,0.145985401459854,29
Right Amygdala,CBCL-internalizing_score,0.041321724521007484,0.8221177882211779,29
Right Amygdala,CBCL-obsessive_comp_prob_score,0.06318720768158015,0.7317268273172682,29
Right Amygdala,CBCL-oppo_def_prob_score,0.45447968934858596,0.013398660133986601,29
Right Amygdala,CBCL-rule_break_behav_score,0.2829045391723419,0.1367863213678632,29
Right Amygdala,CBCL-sluggish_cogn_tempo_score,0.1944639509589915,0.30516948305169483,29
Right Amygdala,CBCL-social_prob_score,0.22027060377876245,0.2511748825117488,29
Right Amygdala,CBCL-som_comp_score,0.08555672586215517,0.6439356064393561,29
Right Amygdala,CBCL-som_prob_score,0.08930938301663136,0.6279372062793721,29
Right Amygdala,CBCL-stress_prob_score,0.11177414044423015,0.5621437856214379,29
Right Amygdala,CBCL-thought_prob_score,0.16970450407832352,0.37276272372762725,29
Right Amygdala,CBCL-total_problems_score,0.29254472589321817,0.12038796120387961,29
