ROI,Behavior,Corr,p-value,nsamples
Left Crus II of cerebellar hemisphere,CBCL-aggr_behav_score,-0.04769639068826702,0.8675132486751325,13
Left Crus II of cerebellar hemisphere,CBCL-anx_prob_score,-0.16061500458834413,0.5903409659034097,13
Left Crus II of cerebellar hemisphere,CBCL-anxious_score,-0.06380328449912215,0.8297170282971703,13
Left Crus II of cerebellar hemisphere,CBCL-attention_hyper_prob_score,0.1229222929736104,0.7065293470652935,13
Left Crus II of cerebellar hemisphere,CBCL-attention_prob_score,-0.005548111695575839,0.9829017098290171,13
Left Crus II of cerebellar hemisphere,CBCL-conduct_prob_score,0.15958933443928972,0.6099390060993901,13
Left Crus II of cerebellar hemisphere,CBCL-depressed_score,-0.188722466984567,0.5513448655134486,13
Left Crus II of cerebellar hemisphere,CBCL-depressive_prob_score,-0.3250093157667905,0.27857214278572145,13
Left Crus II of cerebellar hemisphere,CBCL-externalizing_score,0.024966502630091276,0.9515048495150485,13
Left Crus II of cerebellar hemisphere,CBCL-internalizing_score,-0.013812365502745746,0.9697030296970303,13
Left Crus II of cerebellar hemisphere,CBCL-obsessive_comp_prob_score,-0.022673900795047858,0.9441055894410559,13
Left Crus II of cerebellar hemisphere,CBCL-oppo_def_prob_score,-0.10233220929949845,0.720927907209279,13
Left Crus II of cerebellar hemisphere,CBCL-rule_break_behav_score,0.11688931531963519,0.6941305869413059,13
Left Crus II of cerebellar hemisphere,CBCL-sluggish_cogn_tempo_score,-0.08735706972682653,0.7601239876012399,13
Left Crus II of cerebellar hemisphere,CBCL-social_prob_score,0.37488714476439716,0.21797820217978203,13
Left Crus II of cerebellar hemisphere,CBCL-som_comp_score,0.07336908595810038,0.8265173482651735,13
Left Crus II of cerebellar hemisphere,CBCL-som_prob_score,-0.1449257098324305,0.6293370662933707,13
Left Crus II of cerebellar hemisphere,CBCL-stress_prob_score,-0.17476551841063892,0.5475452454754525,13
Left Crus II of cerebellar hemisphere,CBCL-thought_prob_score,0.45558367887289913,0.11958804119588042,13
Left Crus II of cerebellar hemisphere,CBCL-total_problems_score,0.05502068478807294,0.8797120287971203,13
Right Crus II of cerebellar hemisphere,CBCL-aggr_behav_score,0.1262551518218833,0.6801319868013199,13
Right Crus II of cerebellar hemisphere,CBCL-anx_prob_score,-0.18315746137267314,0.5613438656134386,13
Right Crus II of cerebellar hemisphere,CBCL-anxious_score,0.17199146256285097,0.5755424457554245,13
Right Crus II of cerebellar hemisphere,CBCL-attention_hyper_prob_score,-0.08381065430018891,0.78992100789921,13
Right Crus II of cerebellar hemisphere,CBCL-attention_prob_score,0.33011264588676237,0.2665733426657334,13
Right Crus II of cerebellar hemisphere,CBCL-conduct_prob_score,0.08431134649622853,0.7851214878512148,13
Right Crus II of cerebellar hemisphere,CBCL-depressed_score,0.23447336807173472,0.44855514448555145,13
Right Crus II of cerebellar hemisphere,CBCL-depressive_prob_score,0.005701917820470009,0.9913008699130087,13
Right Crus II of cerebellar hemisphere,CBCL-externalizing_score,0.14702495993275969,0.628937106289371,13
Right Crus II of cerebellar hemisphere,CBCL-internalizing_score,0.3176844065631521,0.28977102289771023,13
Right Crus II of cerebellar hemisphere,CBCL-obsessive_comp_prob_score,0.2975949479350032,0.32096790320967905,13
Right Crus II of cerebellar hemisphere,CBCL-oppo_def_prob_score,-0.03126817506373564,0.9363063693630637,13
Right Crus II of cerebellar hemisphere,CBCL-rule_break_behav_score,0.20526904153692033,0.48955104489551043,13
Right Crus II of cerebellar hemisphere,CBCL-sluggish_cogn_tempo_score,0.5503495392790072,0.057394260573942604,13
Right Crus II of cerebellar hemisphere,CBCL-social_prob_score,0.21821789023599236,0.46455354464553544,13
Right Crus II of cerebellar hemisphere,CBCL-som_comp_score,0.06772531011516958,0.833916608339166,13
Right Crus II of cerebellar hemisphere,CBCL-som_prob_score,-0.18840342278215966,0.5311468853114688,13
Right Crus II of cerebellar hemisphere,CBCL-stress_prob_score,0.013870279238939595,0.9581041895810419,13
Right Crus II of cerebellar hemisphere,CBCL-thought_prob_score,0.34168775915467436,0.24737526247375263,13
Right Crus II of cerebellar hemisphere,CBCL-total_problems_score,0.17606619132183343,0.5623437656234377,13
Right Amygdala,CBCL-aggr_behav_score,0.019639690283404065,0.9391060893910609,13
Right Amygdala,CBCL-anx_prob_score,0.056356141960822496,0.8695130486951305,13
Right Amygdala,CBCL-anxious_score,0.05825517280354631,0.8341165883411659,13
Right Amygdala,CBCL-attention_hyper_prob_score,-0.005587376953345927,0.9943005699430058,13
Right Amygdala,CBCL-attention_prob_score,0.09154384297700133,0.7645235476452354,13
Right Amygdala,CBCL-conduct_prob_score,-0.2077672467228489,0.48975102489751027,13
Right Amygdala,CBCL-depressed_score,0.18300360434867102,0.561943805619438,13
Right Amygdala,CBCL-depressive_prob_score,0.3563698637793755,0.2343765623437656,13
Right Amygdala,CBCL-externalizing_score,-0.08044761958584966,0.8047195280471953,13
Right Amygdala,CBCL-internalizing_score,0.25967247145162003,0.38836116388361164,13
Right Amygdala,CBCL-obsessive_comp_prob_score,-0.025508138394428843,0.9365063493650635,13
Right Amygdala,CBCL-oppo_def_prob_score,0.051166104649749224,0.8671132886711329,13
Right Amygdala,CBCL-rule_break_behav_score,-0.12544219205034018,0.6907309269073093,13
Right Amygdala,CBCL-sluggish_cogn_tempo_score,0.3057497440438928,0.3003699630036996,13
Right Amygdala,CBCL-social_prob_score,0.18464590712276277,0.5231476852314768,13
Right Amygdala,CBCL-som_comp_score,0.7308689716595383,0.006199380061993801,13
Right Amygdala,CBCL-som_prob_score,0.6492671800492886,0.0193980601939806,13
Right Amygdala,CBCL-stress_prob_score,0.15257307162833555,0.6117388261173883,13
Right Amygdala,CBCL-thought_prob_score,0.6000370404667452,0.027597240275972403,13
Right Amygdala,CBCL-total_problems_score,0.34938134840426316,0.23977602239776022,13
Left Crus I of cerebellar hemisphere,CBCL-aggr_behav_score,-0.19920257287452697,0.5165483451654834,13
Left Crus I of cerebellar hemisphere,CBCL-anx_prob_score,0.025360263882370126,0.9217078292170783,13
