ROI,Behavior,Corr,p-value,nsamples
Left Crus II of cerebellar hemisphere,CBCL-aggr_behav_score,0.046695570991455375,0.9099090090990901,12
Left Crus II of cerebellar hemisphere,CBCL-anx_prob_score,-0.3663806339329575,0.24497550244975502,12
Left Crus II of cerebellar hemisphere,CBCL-anxious_score,-0.22302596709496972,0.47835216478352166,12
Left Crus II of cerebellar hemisphere,CBCL-attention_hyper_prob_score,0.24869962986467675,0.45155484451554845,12
Left Crus II of cerebellar hemisphere,CBCL-attention_prob_score,0.04248113658951804,0.9125087491250875,12
Left Crus II of cerebellar hemisphere,CBCL-conduct_prob_score,0.2819564645836314,0.387961203879612,12
Left Crus II of cerebellar hemisphere,CBCL-depressed_score,-0.2672891353782325,0.39316068393160686,12
Left Crus II of cerebellar hemisphere,CBCL-depressive_prob_score,-0.6734642594277164,0.015398460153984602,12
Left Crus II of cerebellar hemisphere,CBCL-externalizing_score,0.04240520956441317,0.9133086691330867,12
Left Crus II of cerebellar hemisphere,CBCL-internalizing_score,-0.22887891494129958,0.47235276472352766,12
Left Crus II of cerebellar hemisphere,CBCL-obsessive_comp_prob_score,-0.11073971356787222,0.7323267673232676,12
Left Crus II of cerebellar hemisphere,CBCL-oppo_def_prob_score,-0.021918841094807264,0.9339066093390661,12
Left Crus II of cerebellar hemisphere,CBCL-rule_break_behav_score,0.11712421903090722,0.7123287671232876,12
Left Crus II of cerebellar hemisphere,CBCL-sluggish_cogn_tempo_score,-0.26352949281954124,0.407959204079592,12
Left Crus II of cerebellar hemisphere,CBCL-social_prob_score,0.20041198377813219,0.5449455054494551,12
Left Crus II of cerebellar hemisphere,CBCL-som_comp_score,-0.12883627528594213,0.6801319868013199,12
Left Crus II of cerebellar hemisphere,CBCL-som_prob_score,-0.33117413627870296,0.291970802919708,12
Left Crus II of cerebellar hemisphere,CBCL-stress_prob_score,-0.3858703240214556,0.2171782821717828,12
Left Crus II of cerebellar hemisphere,CBCL-thought_prob_score,0.33984909271614433,0.28257174282571745,12
Left Crus II of cerebellar hemisphere,CBCL-total_problems_score,-0.028021058733533853,0.9171082891710829,12
Right Crus II of cerebellar hemisphere,CBCL-aggr_behav_score,0.16523048196976514,0.6127387261273872,12
Right Crus II of cerebellar hemisphere,CBCL-anx_prob_score,-0.269397524950704,0.3965603439656034,12
Right Crus II of cerebellar hemisphere,CBCL-anxious_score,0.1309835044843473,0.6861313868613139,12
Right Crus II of cerebellar hemisphere,CBCL-attention_hyper_prob_score,-0.04618707411772568,0.8751124887511249,12
Right Crus II of cerebellar hemisphere,CBCL-attention_prob_score,0.35400947157931706,0.26117388261173885,12
Right Crus II of cerebellar hemisphere,CBCL-conduct_prob_score,0.10573367421886176,0.7487251274872513,12
Right Crus II of cerebellar hemisphere,CBCL-depressed_score,0.22755696660579253,0.46435356464353567,12
Right Crus II of cerebellar hemisphere,CBCL-depressive_prob_score,-0.06954250504960115,0.8295170482951705,12
Right Crus II of cerebellar hemisphere,CBCL-externalizing_score,0.1484182334754461,0.6441355864413558,12
Right Crus II of cerebellar hemisphere,CBCL-internalizing_score,0.24296377124537955,0.44075592440755923,12
Right Crus II of cerebellar hemisphere,CBCL-obsessive_comp_prob_score,0.28935215480637577,0.3631636836316368,12
Right Crus II of cerebellar hemisphere,CBCL-oppo_def_prob_score,-0.021918841094807264,0.9559044095590441,12
Right Crus II of cerebellar hemisphere,CBCL-rule_break_behav_score,0.18666672408050836,0.5597440255974403,12
Right Crus II of cerebellar hemisphere,CBCL-sluggish_cogn_tempo_score,0.5270589856390825,0.0827917208279172,12
Right Crus II of cerebellar hemisphere,CBCL-social_prob_score,0.16104534410742763,0.6253374662533746,12
Right Crus II of cerebellar hemisphere,CBCL-som_comp_score,-0.03578785424609504,0.9191080891910809,12
Right Crus II of cerebellar hemisphere,CBCL-som_prob_score,-0.28386354538174535,0.36396360363963604,12
Right Crus II of cerebellar hemisphere,CBCL-stress_prob_score,-0.04602123130531122,0.8931106889311069,12
Right Crus II of cerebellar hemisphere,CBCL-thought_prob_score,0.30444814555821265,0.33636636336366366,12
Right Crus II of cerebellar hemisphere,CBCL-total_problems_score,0.14010529366766927,0.6617338266173383,12
Right Amygdala,CBCL-aggr_behav_score,0.08620720798422528,0.7903209679032097,12
Right Amygdala,CBCL-anx_prob_score,0.0,0.9943005699430058,12
Right Amygdala,CBCL-anxious_score,0.00708018943158634,0.9865013498650135,12
Right Amygdala,CBCL-attention_hyper_prob_score,0.07816274081461269,0.8155184481551845,12
Right Amygdala,CBCL-attention_prob_score,0.14514388334752001,0.6551344865513449,12
Right Amygdala,CBCL-conduct_prob_score,-0.16447460434045164,0.6161383861613838,12
Right Amygdala,CBCL-depressed_score,0.1806007671474544,0.5903409659034097,12
Right Amygdala,CBCL-depressive_prob_score,0.318431470490279,0.3077692230776922,12
Right Amygdala,CBCL-externalizing_score,-0.045938977028114274,0.8973102689731027,12
Right Amygdala,CBCL-internalizing_score,0.18310313195303968,0.5593440655934406,12
