ROI,Behavior,Corr,p-value,nsamples
Left Crus II of cerebellar hemisphere,CBCL-aggr_behav_score,-0.19916679723799155,0.30816918308169183,29
Left Crus II of cerebellar hemisphere,CBCL-anx_prob_score,-0.24992629659495616,0.19098090190980901,29
Left Crus II of cerebellar hemisphere,CBCL-anxious_score,-0.19568252816485898,0.30756924307569244,29
Left Crus II of cerebellar hemisphere,CBCL-attention_hyper_prob_score,-0.015841778280013496,0.9087091290870913,29
Left Crus II of cerebellar hemisphere,CBCL-attention_prob_score,-0.021596787828397235,0.8931106889311069,29
Left Crus II of cerebellar hemisphere,CBCL-conduct_prob_score,0.10082430831023821,0.5915408459154085,29
Left Crus II of cerebellar hemisphere,CBCL-depressed_score,-0.1953917000005781,0.31996800319968005,29
Left Crus II of cerebellar hemisphere,CBCL-depressive_prob_score,-0.1500362284998253,0.44315568443155684,29
Left Crus II of cerebellar hemisphere,CBCL-externalizing_score,-0.1984425144710756,0.3103689631036896,29
Left Crus II of cerebellar hemisphere,CBCL-internalizing_score,-0.2120522030808588,0.2665733426657334,29
Left Crus II of cerebellar hemisphere,CBCL-obsessive_comp_prob_score,-0.14926112050766965,0.4293570642935706,29
Left Crus II of cerebellar hemisphere,CBCL-oppo_def_prob_score,-0.07153378870169623,0.7271272872712728,29
Left Crus II of cerebellar hemisphere,CBCL-rule_break_behav_score,-0.024295237142662948,0.9089091090890911,29
Left Crus II of cerebellar hemisphere,CBCL-sluggish_cogn_tempo_score,-0.12790246438913536,0.5029497050294971,29
Left Crus II of cerebellar hemisphere,CBCL-social_prob_score,0.005220860811911978,0.9961003899610039,29
Left Crus II of cerebellar hemisphere,CBCL-som_comp_score,-0.18838178171483705,0.3327667233276672,29
Left Crus II of cerebellar hemisphere,CBCL-som_prob_score,-0.16173013270639974,0.40315968403159685,29
Left Crus II of cerebellar hemisphere,CBCL-stress_prob_score,-0.3348267488695231,0.07339266073392661,29
Left Crus II of cerebellar hemisphere,CBCL-thought_prob_score,-0.15745778728916615,0.40655934406559346,29
Left Crus II of cerebellar hemisphere,CBCL-total_problems_score,-0.15378930830443818,0.4253574642535746,29
Right Crus II of cerebellar hemisphere,CBCL-aggr_behav_score,-0.0720390543201246,0.7061293870612939,29
Right Crus II of cerebellar hemisphere,CBCL-anx_prob_score,-0.3549352495555116,0.067993200679932,29
Right Crus II of cerebellar hemisphere,CBCL-anxious_score,-0.2777349224398316,0.1513848615138486,29
Right Crus II of cerebellar hemisphere,CBCL-attention_hyper_prob_score,-0.06336711312005398,0.7265273472652735,29
Right Crus II of cerebellar hemisphere,CBCL-attention_prob_score,-0.14819864751210518,0.43275672432756723,29
Right Crus II of cerebellar hemisphere,CBCL-conduct_prob_score,0.04507753466780491,0.8315168483151685,29
Right Crus II of cerebellar hemisphere,CBCL-depressed_score,-0.025056707642561182,0.9189081091890811,29
Right Crus II of cerebellar hemisphere,CBCL-depressive_prob_score,-0.1559049925397845,0.415958404159584,29
Right Crus II of cerebellar hemisphere,CBCL-externalizing_score,-0.051724364674165066,0.7863213678632137,29
Right Crus II of cerebellar hemisphere,CBCL-internalizing_score,-0.25584828236360324,0.18318168183181682,29
Right Crus II of cerebellar hemisphere,CBCL-obsessive_comp_prob_score,-0.2542414419313973,0.1877812218778122,29
Right Crus II of cerebellar hemisphere,CBCL-oppo_def_prob_score,0.08366672812813235,0.6759324067593241,29
Right Crus II of cerebellar hemisphere,CBCL-rule_break_behav_score,-0.0523697333964068,0.7761223877612239,29
Right Crus II of cerebellar hemisphere,CBCL-sluggish_cogn_tempo_score,-0.1660121782683471,0.39516048395160486,29
Right Crus II of cerebellar hemisphere,CBCL-social_prob_score,-0.2680041883448148,0.16098390160983903,29
Right Crus II of cerebellar hemisphere,CBCL-som_comp_score,-0.3246969320946011,0.08699130086991301,29
Right Crus II of cerebellar hemisphere,CBCL-som_prob_score,-0.29598045525383593,0.12318768123187682,29
Right Crus II of cerebellar hemisphere,CBCL-stress_prob_score,-0.24833190404682615,0.19138086191380863,29
Right Crus II of cerebellar hemisphere,CBCL-thought_prob_score,-0.3166651055482119,0.09019098090190981,29
Right Crus II of cerebellar hemisphere,CBCL-total_problems_score,-0.2223044168118642,0.24957504249575044,29
