ROI,Behavior,Corr,p-value,nsamples
Right Crus II of cerebellar hemisphere,CBCL-social_prob_score,0.054554472558998104,0.9380952380952381,7
Right Crus II of cerebellar hemisphere,CBCL-thought_prob_score,0.38188130791298674,0.3952380952380952,7
Right Crus II of cerebellar hemisphere,CBCL-anx_prob_score,0.198206241793023,0.6666666666666666,7
Right Crus II of cerebellar hemisphere,CBCL-internalizing_score,0.792824967172092,0.03968253968253968,7
Right Crus II of cerebellar hemisphere,CBCL-externalizing_score,0.5045249791095131,0.25793650793650796,7
Right Crus II of cerebellar hemisphere,CBCL-total_problems_score,0.5045249791095131,0.25793650793650796,7
Right Crus II of cerebellar hemisphere,CBCL-attention_prob_score,0.6174969805662238,0.1523809523809524,7
Right Crus II of cerebellar hemisphere,"V24 ADOS_Derived,restricted_repetitive_behavior_total",-0.5506673236607644,0.20952380952380953,7
Right Crus II of cerebellar hemisphere,"V36 ADOS_Derived,restricted_repetitive_behavior_total",0.23424374030084535,0.6198412698412699,7
Right Crus II of cerebellar hemisphere,"V24 ADOS_Derived,social_affect_total",0.21428571428571433,0.6615079365079365,7
Right Crus II of cerebellar hemisphere,"V36 ADOS_Derived,social_affect_total",0.10811249552346709,0.8206349206349206,7
Left Crus II of cerebellar hemisphere,CBCL-social_prob_score,0.0,1.0,7
Left Crus II of cerebellar hemisphere,CBCL-thought_prob_score,0.3091420111676559,0.5031746031746032,7
Left Crus II of cerebellar hemisphere,CBCL-anx_prob_score,0.09009374626955591,0.8587301587301587,7
Left Crus II of cerebellar hemisphere,CBCL-internalizing_score,0.6486749731408026,0.12222222222222222,7
Left Crus II of cerebellar hemisphere,CBCL-externalizing_score,0.43244998209386837,0.32936507936507936,7
Left Crus II of cerebellar hemisphere,CBCL-total_problems_score,0.2702812388086677,0.557936507936508,7
Left Crus II of cerebellar hemisphere,CBCL-attention_prob_score,0.20583232685540792,0.6666666666666666,7
Left Crus II of cerebellar hemisphere,"V24 ADOS_Derived,restricted_repetitive_behavior_total",-0.587378478571482,0.17777777777777778,7
Left Crus II of cerebellar hemisphere,"V36 ADOS_Derived,restricted_repetitive_behavior_total",0.054056247761733546,0.919047619047619,7
Left Crus II of cerebellar hemisphere,"V24 ADOS_Derived,social_affect_total",-0.5357142857142858,0.2357142857142857,7
Left Crus II of cerebellar hemisphere,"V36 ADOS_Derived,social_affect_total",-0.594618725379069,0.16984126984126985,7
Left Crus I of cerebellar hemisphere,CBCL-social_prob_score,0.0,1.0,7
Left Crus I of cerebellar hemisphere,CBCL-thought_prob_score,0.18184824186332701,0.6984126984126984,7
Left Crus I of cerebellar hemisphere,CBCL-anx_prob_score,0.054056247761733546,0.919047619047619,7
Left Crus I of cerebellar hemisphere,CBCL-internalizing_score,0.4684874806016907,0.2896825396825397,7
Left Crus I of cerebellar hemisphere,CBCL-externalizing_score,0.21622499104693418,0.6396825396825396,7
Left Crus I of cerebellar hemisphere,CBCL-total_problems_score,0.09009374626955591,0.8587301587301587,7
Left Crus I of cerebellar hemisphere,CBCL-attention_prob_score,0.0,1.0,7
Left Crus I of cerebellar hemisphere,"V24 ADOS_Derived,restricted_repetitive_behavior_total",-0.6608007883929173,0.11428571428571428,7
Left Crus I of cerebellar hemisphere,"V36 ADOS_Derived,restricted_repetitive_behavior_total",-0.09009374626955591,0.8587301587301587,7
Left Crus I of cerebellar hemisphere,"V24 ADOS_Derived,social_affect_total",-0.642857142857143,0.1388888888888889,7
Left Crus I of cerebellar hemisphere,"V36 ADOS_Derived,social_affect_total",-0.7207499701564473,0.07698412698412699,7
Right Crus I of cerebellar hemisphere,CBCL-social_prob_score,0.054554472558998104,0.9380952380952381,7
Right Crus I of cerebellar hemisphere,CBCL-thought_prob_score,0.38188130791298674,0.3952380952380952,7
Right Crus I of cerebellar hemisphere,CBCL-anx_prob_score,0.198206241793023,0.6666666666666666,7
Right Crus I of cerebellar hemisphere,CBCL-internalizing_score,0.792824967172092,0.03968253968253968,7
Right Crus I of cerebellar hemisphere,CBCL-externalizing_score,0.5045249791095131,0.25793650793650796,7
Right Crus I of cerebellar hemisphere,CBCL-total_problems_score,0.5045249791095131,0.25793650793650796,7
Right Crus I of cerebellar hemisphere,CBCL-attention_prob_score,0.6174969805662238,0.1523809523809524,7
Right Crus I of cerebellar hemisphere,"V24 ADOS_Derived,restricted_repetitive_behavior_total",-0.5506673236607644,0.20952380952380953,7
Right Crus I of cerebellar hemisphere,"V36 ADOS_Derived,restricted_repetitive_behavior_total",0.23424374030084535,0.6198412698412699,7
Right Crus I of cerebellar hemisphere,"V24 ADOS_Derived,social_affect_total",0.21428571428571433,0.6615079365079365,7
Right Crus I of cerebellar hemisphere,"V36 ADOS_Derived,social_affect_total",0.10811249552346709,0.8206349206349206,7
Right Amygdala,CBCL-social_prob_score,0.6000991981489792,0.17936507936507937,7
Right Amygdala,CBCL-thought_prob_score,0.2000330660496597,0.6761904761904762,7
Right Amygdala,CBCL-anx_prob_score,0.5045249791095131,0.25793650793650796,7
Right Amygdala,CBCL-internalizing_score,0.5225437283634242,0.23492063492063492,7
Right Amygdala,CBCL-externalizing_score,0.594618725379069,0.16984126984126985,7
Right Amygdala,CBCL-total_problems_score,0.4684874806016907,0.2912698412698413,7
Right Amygdala,CBCL-attention_prob_score,0.6362090102803517,0.12857142857142856,7
Right Amygdala,"V24 ADOS_Derived,restricted_repetitive_behavior_total",0.12848904218751167,0.7873015873015873,7
Right Amygdala,"V36 ADOS_Derived,restricted_repetitive_behavior_total",0.5405624776173354,0.22063492063492063,7
Right Amygdala,"V24 ADOS_Derived,social_affect_total",0.25,0.5948412698412698,7
Right Amygdala,"V36 ADOS_Derived,social_affect_total",0.4504687313477795,0.31825396825396823,7
Right Posterior cingulate gyrus,CBCL-social_prob_score,0.21821789023599242,0.6761904761904762,7
Right Posterior cingulate gyrus,CBCL-thought_prob_score,-0.2545875386086578,0.580952380952381,7
Right Posterior cingulate gyrus,CBCL-anx_prob_score,0.054056247761733546,0.919047619047619,7
Right Posterior cingulate gyrus,CBCL-internalizing_score,0.25226248955475655,0.5904761904761905,7
Right Posterior cingulate gyrus,CBCL-externalizing_score,0.396412483586046,0.38333333333333336,7
Right Posterior cingulate gyrus,CBCL-total_problems_score,0.14414999403128945,0.7571428571428571,7
Right Posterior cingulate gyrus,CBCL-attention_prob_score,0.3368165348543039,0.4714285714285714,7
Right Posterior cingulate gyrus,"V24 ADOS_Derived,restricted_repetitive_behavior_total",0.12848904218751167,0.7873015873015873,7
Right Posterior cingulate gyrus,"V36 ADOS_Derived,restricted_repetitive_behavior_total",0.23424374030084535,0.6198412698412699,7
Right Posterior cingulate gyrus,"V24 ADOS_Derived,social_affect_total",0.1785714285714286,0.7130952380952381,7
Right Posterior cingulate gyrus,"V36 ADOS_Derived,social_affect_total",0.23424374030084535,0.6198412698412699,7
Left Amygdala,CBCL-social_prob_score,0.490990253030983,0.27936507936507937,7
Left Amygdala,CBCL-thought_prob_score,0.7455777916396408,0.06190476190476191,7
Left Amygdala,CBCL-anx_prob_score,0.6847124716486249,0.1,7
Left Amygdala,CBCL-internalizing_score,0.702731220902536,0.0865079365079365,7
Left Amygdala,CBCL-externalizing_score,0.41443123283995714,0.3595238095238095,7
Left Amygdala,CBCL-total_problems_score,0.6486749731408026,0.12301587301587301,7
Left Amygdala,CBCL-attention_prob_score,0.6362090102803517,0.12857142857142856,7
Left Amygdala,"V24 ADOS_Derived,restricted_repetitive_behavior_total",-0.2753336618303822,0.5365079365079365,7
Left Amygdala,"V36 ADOS_Derived,restricted_repetitive_behavior_total",0.5045249791095131,0.25793650793650796,7
Left Amygdala,"V24 ADOS_Derived,social_affect_total",0.03571428571428572,0.9634920634920635,7
Left Amygdala,"V36 ADOS_Derived,social_affect_total",0.2702812388086677,0.557936507936508,7
Left Fusiform gyrus,CBCL-social_prob_score,-0.43643578047198484,0.3492063492063492,7
Left Fusiform gyrus,CBCL-thought_prob_score,-0.32732683535398865,0.4777777777777778,7
Left Fusiform gyrus,CBCL-anx_prob_score,-0.41443123283995714,0.3595238095238095,7
Left Fusiform gyrus,CBCL-internalizing_score,-0.6306562238868914,0.14285714285714285,7
Left Fusiform gyrus,CBCL-externalizing_score,-0.7748062179181807,0.049206349206349205,7
Left Fusiform gyrus,CBCL-total_problems_score,-0.6126374746329801,0.15317460317460319,7
Left Fusiform gyrus,CBCL-attention_prob_score,-0.7671932182792478,0.05238095238095238,7
Left Fusiform gyrus,"V24 ADOS_Derived,restricted_repetitive_behavior_total",-0.2753336618303822,0.5365079365079365,7
Left Fusiform gyrus,"V36 ADOS_Derived,restricted_repetitive_behavior_total",-0.6306562238868914,0.14126984126984127,7
Left Fusiform gyrus,"V24 ADOS_Derived,social_affect_total",-0.3214285714285715,0.4976190476190476,7
Left Fusiform gyrus,"V36 ADOS_Derived,social_affect_total",-0.5225437283634242,0.2396825396825397,7
Left Superior parietal gyrus,CBCL-social_prob_score,0.43643578047198484,0.3492063492063492,7
Left Superior parietal gyrus,CBCL-thought_prob_score,0.5273599014036483,0.2365079365079365,7
Left Superior parietal gyrus,CBCL-anx_prob_score,0.6306562238868914,0.14126984126984127,7
Left Superior parietal gyrus,CBCL-internalizing_score,0.5405624776173354,0.21349206349206348,7
Left Superior parietal gyrus,CBCL-externalizing_score,0.18018749253911182,0.6984126984126984,7
Left Superior parietal gyrus,CBCL-total_problems_score,0.5585812268712466,0.20476190476190476,7
Left Superior parietal gyrus,CBCL-attention_prob_score,0.6174969805662238,0.1523809523809524,7
Left Superior parietal gyrus,"V24 ADOS_Derived,restricted_repetitive_behavior_total",-0.25697808437502334,0.580952380952381,7
Left Superior parietal gyrus,"V36 ADOS_Derived,restricted_repetitive_behavior_total",0.4504687313477795,0.31825396825396823,7
Left Superior parietal gyrus,"V24 ADOS_Derived,social_affect_total",0.25,0.5948412698412698,7
Left Superior parietal gyrus,"V36 ADOS_Derived,social_affect_total",0.5225437283634242,0.2396825396825397,7
Right Superior parietal gyrus,CBCL-social_prob_score,0.545544725589981,0.22857142857142856,7
Right Superior parietal gyrus,CBCL-thought_prob_score,0.7092081432669755,0.08412698412698413,7
Right Superior parietal gyrus,CBCL-anx_prob_score,0.7387687194103585,0.06666666666666667,7
Right Superior parietal gyrus,CBCL-internalizing_score,0.5765999761251578,0.18571428571428572,7
Right Superior parietal gyrus,CBCL-externalizing_score,0.396412483586046,0.38333333333333336,7
Right Superior parietal gyrus,CBCL-total_problems_score,0.7207499701564473,0.07698412698412699,7
Right Superior parietal gyrus,CBCL-attention_prob_score,0.7671932182792478,0.05238095238095238,7
Right Superior parietal gyrus,"V24 ADOS_Derived,restricted_repetitive_behavior_total",0.09177788727679406,0.8571428571428571,7
Right Superior parietal gyrus,"V36 ADOS_Derived,restricted_repetitive_behavior_total",0.6666937223947137,0.11666666666666667,7
