ROI,Behavior,Corr,p-value,nsamples
Right Crus II of cerebellar hemisphere,CBCL-social_prob_score,0.3759798615206846,0.3243675632436756,9
Right Crus II of cerebellar hemisphere,CBCL-thought_prob_score,0.7563292261344161,0.021397860213978603,9
Right Crus II of cerebellar hemisphere,CBCL-anx_prob_score,0.3322612729717678,0.38776122387761225,9
Right Crus II of cerebellar hemisphere,CBCL-internalizing_score,0.35598333940092547,0.36536346365363465,9
Right Crus II of cerebellar hemisphere,CBCL-externalizing_score,0.09999999999999999,0.8129187081291871,9
Right Crus II of cerebellar hemisphere,CBCL-total_problems_score,0.16666666666666669,0.6753324667533247,9
Right Crus II of cerebellar hemisphere,CBCL-attention_prob_score,0.29412803238560625,0.45055494450554945,9
Right Crus II of cerebellar hemisphere,"V24 ADOS_Derived,restricted_repetitive_behavior_total",0.08784316427318041,0.7969203079692031,12
Right Crus II of cerebellar hemisphere,"V36 ADOS_Derived,restricted_repetitive_behavior_total",0.36369648372665403,0.4238095238095238,7
Right Crus II of cerebellar hemisphere,"V24 ADOS_Derived,social_affect_total",-0.14593057682423857,0.6231376862313769,12
Right Crus II of cerebellar hemisphere,"V36 ADOS_Derived,social_affect_total",0.5585812268712466,0.20555555555555555,7
Left Crus II of cerebellar hemisphere,CBCL-social_prob_score,0.06120602396848353,0.8887111288871112,9
Left Crus II of cerebellar hemisphere,CBCL-thought_prob_score,0.5462377744304117,0.1367863213678632,9
Left Crus II of cerebellar hemisphere,CBCL-anx_prob_score,0.3672361438109012,0.33596640335966405,9
Left Crus II of cerebellar hemisphere,CBCL-internalizing_score,0.2203706386767634,0.593940605939406,9
Left Crus II of cerebellar hemisphere,CBCL-externalizing_score,0.016666666666666666,0.9801019898010199,9
Left Crus II of cerebellar hemisphere,CBCL-total_problems_score,0.16666666666666669,0.6891310868913109,9
Left Crus II of cerebellar hemisphere,CBCL-attention_prob_score,0.19328413556768412,0.6305369463053695,9
Left Crus II of cerebellar hemisphere,"V24 ADOS_Derived,restricted_repetitive_behavior_total",0.19032685592522425,0.5583441655834417,12
Left Crus II of cerebellar hemisphere,"V36 ADOS_Derived,restricted_repetitive_behavior_total",0.23640271442232513,0.6,7
Left Crus II of cerebellar hemisphere,"V24 ADOS_Derived,social_affect_total",-0.20287909460930725,0.5255474452554745,12
Left Crus II of cerebellar hemisphere,"V36 ADOS_Derived,social_affect_total",0.7567874686642696,0.05714285714285714,7
Left Crus I of cerebellar hemisphere,CBCL-social_prob_score,-0.21859294274458407,0.5603439656034397,9
Left Crus I of cerebellar hemisphere,CBCL-thought_prob_score,0.1596695032950434,0.6845315468453155,9
Left Crus I of cerebellar hemisphere,CBCL-anx_prob_score,0.3235175552619844,0.40535946405359463,9
Left Crus I of cerebellar hemisphere,CBCL-internalizing_score,0.2542738138578039,0.5231476852314768,9
Left Crus I of cerebellar hemisphere,CBCL-externalizing_score,0.18333333333333335,0.654934506549345,9
Left Crus I of cerebellar hemisphere,CBCL-total_problems_score,0.45,0.22097790220977903,9
Left Crus I of cerebellar hemisphere,CBCL-attention_prob_score,0.4117792453398488,0.2725727427257274,9
Left Crus I of cerebellar hemisphere,"V24 ADOS_Derived,restricted_repetitive_behavior_total",-0.19764711961465592,0.52994700529947,12
Left Crus I of cerebellar hemisphere,"V36 ADOS_Derived,restricted_repetitive_behavior_total",0.0363696483726654,0.9555555555555556,7
Left Crus I of cerebellar hemisphere,"V24 ADOS_Derived,social_affect_total",-0.22067550641714126,0.48155184481551844,12
Left Crus I of cerebellar hemisphere,"V36 ADOS_Derived,social_affect_total",0.5405624776173354,0.21825396825396826,7
Right Crus I of cerebellar hemisphere,CBCL-social_prob_score,0.4459296031989515,0.23397660233976603,9
Right Crus I of cerebellar hemisphere,CBCL-thought_prob_score,0.747925568066256,0.022797720227977204,9
Right Crus I of cerebellar hemisphere,CBCL-anx_prob_score,0.45467332090873486,0.22817718228177183,9
Right Crus I of cerebellar hemisphere,CBCL-internalizing_score,0.35598333940092547,0.35576442355764426,9
Right Crus I of cerebellar hemisphere,CBCL-externalizing_score,0.41666666666666663,0.2753724627537246,9
Right Crus I of cerebellar hemisphere,CBCL-total_problems_score,0.48333333333333334,0.19138086191380863,9
Right Crus I of cerebellar hemisphere,CBCL-attention_prob_score,0.4958158260214505,0.16298370162983702,9
Right Crus I of cerebellar hemisphere,"V24 ADOS_Derived,restricted_repetitive_behavior_total",-0.010980395534147551,0.9745025497450255,12
Right Crus I of cerebellar hemisphere,"V36 ADOS_Derived,restricted_repetitive_behavior_total",0.545544725589981,0.21904761904761905,7
Right Crus I of cerebellar hemisphere,"V24 ADOS_Derived,social_affect_total",-0.021355694169400762,0.9425057494250575,12
Right Crus I of cerebellar hemisphere,"V36 ADOS_Derived,social_affect_total",0.5765999761251578,0.1865079365079365,7
Right Amygdala,CBCL-social_prob_score,0.11366833022718371,0.7753224677532247,9
Right Amygdala,CBCL-thought_prob_score,-0.12605487102240268,0.7461253874612539,9
Right Amygdala,CBCL-anx_prob_score,-0.3235175552619844,0.394960503949605,9
Right Amygdala,CBCL-internalizing_score,-0.4407412773535268,0.24417558244175583,9
Right Amygdala,CBCL-externalizing_score,0.2333333333333333,0.5533446655334466,9
Right Amygdala,CBCL-total_problems_score,0.08333333333333334,0.8309169083091691,9
Right Amygdala,CBCL-attention_prob_score,0.01680731613632036,0.9799020097990201,9
Right Amygdala,"V24 ADOS_Derived,restricted_repetitive_behavior_total",-0.2781700201984046,0.3785621437856214,12
Right Amygdala,"V36 ADOS_Derived,restricted_repetitive_behavior_total",0.4000661320993194,0.37936507936507935,7
Right Amygdala,"V24 ADOS_Derived,social_affect_total",0.23135335350184164,0.47315268473152683,12
Right Amygdala,"V36 ADOS_Derived,social_affect_total",-0.4504687313477795,0.3111111111111111,7
Right Posterior cingulate gyrus,CBCL-social_prob_score,0.0,0.9937006299370063,9
Right Posterior cingulate gyrus,CBCL-thought_prob_score,0.25210974204480535,0.48295170482951705,9
Right Posterior cingulate gyrus,CBCL-anx_prob_score,0.2797989667130676,0.47355264473552644,9
Right Posterior cingulate gyrus,CBCL-internalizing_score,0.2542738138578039,0.5065493450654934,9
Right Posterior cingulate gyrus,CBCL-externalizing_score,0.43333333333333335,0.23597640235976403,9
Right Posterior cingulate gyrus,CBCL-total_problems_score,0.43333333333333335,0.253974602539746,9
Right Posterior cingulate gyrus,CBCL-attention_prob_score,0.2857243743174461,0.4587541245875412,9
Right Posterior cingulate gyrus,"V24 ADOS_Derived,restricted_repetitive_behavior_total",0.3440523934032899,0.27277272272772723,12
Right Posterior cingulate gyrus,"V36 ADOS_Derived,restricted_repetitive_behavior_total",0.2727723627949905,0.5571428571428572,7
Right Posterior cingulate gyrus,"V24 ADOS_Derived,social_affect_total",0.19576052988617368,0.5447455254474552,12
Right Posterior cingulate gyrus,"V36 ADOS_Derived,social_affect_total",0.01801874925391118,0.9880952380952381,7
Left Amygdala,CBCL-social_prob_score,-0.1661306364858839,0.6803319668033196,9
Left Amygdala,CBCL-thought_prob_score,-0.16807316136320358,0.6641335866413358,9
Left Amygdala,CBCL-anx_prob_score,0.0699497416782669,0.8777122287771223,9
